brand_EN,brand_CH,product,score
SHISEIDO,資生堂-東京櫃,敏感話題淨荳乳液 d'program acne care emulsion,5.5
OLAY,歐蕾,滋潤保濕乳液 Active Hydrating Lotion,5.5
Whoo,后,養顏乳液 GONGJINHYANG IN-YANG LOTION,5.5
SANA,莎娜,豆乳美肌乳液,5.5
NeoStrata,果酸專家,果酸活膚修護乳液 NeoStrata Ultra Smoothing Lotion,5.5
CHANEL,香奈兒,深層保濕乳液 HYDRAMAX+ ACTIVE FLUID,5.5
shu uemura,植村秀,深海活萃保濕乳液,5.5
SHISEIDO,資生堂-國際櫃,飄爾麗思淨油乳液 Purness Matifying Moisturizer (Oil-free),5.5
QV,,QV FACE舒敏燕麥醯胺無油保濕精華乳 QV Face Oil Free Moisturiser,5.4
Estee Lauder,雅詩蘭黛,超能綠藻發光肌水凝乳,5.4
su:m37,甦秘,活水平衡酵能水凝乳,5.4
WHITE FORMULA,自白肌,美白熊果素激光精華乳 Whitening Lotion With Arbutin,5.4
Hada-Labo,肌研,極潤α抗皺緊實高機能乳液,5.4
Avene,雅漾,控油煥膚調理精華乳 Cleanance Expert,5.4
Estee Lauder,雅詩蘭黛,超能紅石榴微循環水凝乳,5.4
SOFINA,蘇菲娜,芯美顏 美白瀅潤滲透乳 (滋潤型),5.4
THREE品牌活動中,,平衡水凝乳 Balancing Emulsion,5.4
CLINIQUE,倩碧,新一代三步驟還原潤膚露 Dramatically Different moisturizing lotion+,5.4
ORIGINS,品木宣言,元氣十足亮膚水凝乳,5.4
Dr. Hsieh,達特醫,EGF修護保濕肌因乳,5.4
Sulwhasoo,雪花秀,滋陰乳 Essential Balancing Emulsion,5.4
SOFINA,蘇菲娜,透美顏美白水凝乳液,5.4
Junkisei Prime,潤肌精,涵萃潤肌精保濕乳液,5.4
Neogence,霓淨思,玻尿酸清爽控油水凝露,5.4
The Body Shop,美體小舖,水嫩淨白保濕凝乳 Shiso Whitening Moisture Milk,5.4
Biotherm,碧兒泉,5000L 活泉律動機能乳 REBALANCINIG MILKY LOTION,5.4
Hada-Labo,肌研,極潤保濕乳液,5.4
SHISEIDO,資生堂-東京櫃,敏感話題均衡乳液(II) d'program balance care emulsion II,5.4
MUJI,無印良品,敏感肌乳液(清爽型) Moisturising Milk,5.4
L`OREAL PARiS,巴黎萊雅,新肌源創 凝乳 Derma Genesis Day Cream,5.4
butyshop,,超涵水保濕乳 Water Base Moisturizer,5.4
SKINFOOD,,水蜜桃清酒緊緻乳液,5.4
OLAY,歐蕾,防曬淨白乳液SPF19‧PA++,5.4
LA ROCHE-POSAY,理膚寶水,青春調理精華乳 EFFACLAR A.I.,5.4
Greenvines,綠藤生機,輕乳液15,5.3
Paula`s Choice,寶拉珍選,光采美白晚安凝乳,5.3
VICHY,薇姿,新皮脂平衡多效精華乳,5.3
SOFINA,蘇菲娜,潤白美膚煥瑕修護乳 II 升級版,5.3
BiSachi,美肌幸,激活涵潤水凝乳 Aqueous Moisture Milk,5.3
Seba med,施巴,控油調理精華乳,5.3
RACINNE,,鎖水精華乳/面膜 OPTIMAL FORTIFYING EMULSION,5.3
Dr.Satin,,魚子芙蓉奇蹟乳,5.3
Freshel,膚蕊,高滲透乳液(極潤),5.3
AVIVA,,深度保濕乳液(紫羅蘭),5.3
AVIVA,,深度保濕乳液(玫瑰),5.3
Mdmmd.,明洞國際,地漿水,5.3
DR.WU,達爾膚醫美保養系列,杏仁酸亮白煥膚乳液 Intensive Renewal Lotion With Mandelic Acid,5.3
ORIGINS,品木宣言,扭轉乾坤賦活保溼凝乳Plus+   Make A Difference&#8482 Plus +  Rejuvenating Treatment,5.3
Soo Rye Han,秀麗韓,酵飛燕御藏乳液 Hyo Fermented Emulsion,5.3
OLAY,歐蕾,多元修護清爽凝乳,5.3
SHISEIDO,資生堂-國際櫃,淨白肌密柔膚乳 I．II WHTIENING CLEAR EMULSION,5.3
divinia,蒂芬妮亞,米肌精白皙乳液,5.3
Vanicream,薇霓肌本,薇霓肌本保濕乳液(清爽型) Vanicream&#8482 Lite Lotion,5.3
KIEHL`S,契爾氏,亞馬遜白泥淨緻毛孔乳液 RARE EARTH PORE MINIMIZING LOTION,5.3
Avene,雅漾,深層滲透保濕乳(滋潤型) AVENE HYDRANCE OPTIMALE RICH HYDRATING CREAM,5.3
Cosme Decorte,黛珂,煥白新生 柔膚乳,5.3
L'OCCITANE,歐舒丹,蠟菊精華乳 Precious Fluid,5.3
KIEHL`S,契爾氏,冰河保濕乳液 Ultra Facial Moisturizer,5.3
IOMA,科技保養品,訂製青春精華乳(夜間) MA CREME NIGHT,5.2
DHC,,極效四重玻尿酸精華乳,5.2
SHISEIDO,資生堂-東京櫃,怡麗絲爾淨白柔膚乳 II滋潤型,5.2
Domohorn Wrinkle,朵茉麗蔻,保護乳液,5.2
,京城之霜,60植萃十全頂級全能乳 60 Actives Ultimate Moisturizer,5.2
ALBION,,活潤水彈力滲透乳I EXAGE ACTIVATION MOISTURE MILK I,5.2
SHISEIDO,資生堂-東京櫃,驅黑淨白亮膚乳,5.2
THREE品牌活動中,,賦活水凝乳,5.2
NARUKO,牛爾親研,森玫瑰水立方保濕乳EX Rose & Botanic HA Aqua Cubic Moisturizer EX,5.2
Cellina,雪芙蘭,濃潤保濕乳液,5.2
Dr. Hsieh,達特醫,玻尿酸長效保濕精華乳  Hyaluronic Acid Long-Term Hydrating Lotion,5.2
,專科,美白專科乳液,5.2
LA ROCHE-POSAY,理膚寶水,毛孔緊緻控油保濕乳 EFFACLAR MAT,5.2
FOR BELOVED ONE,寵愛之名,維他命C全效亮白乳液 Melasleep Whitening Vitamin C Lotion,5.2
,專科,保濕專科乳液,5.2
ETUDE HOUSE,,水足感有機蘆薈瞬效保濕乳,5.2
SHISEIDO,資生堂-國際櫃,抗皺24 夜間活膚乳,5.2
URIAGE,優麗雅,AQUA水動力保濕凝乳,5.2
L'OCCITANE,歐舒丹,乳油木保濕精華乳 Fabulous Serum,5.2
The Body Shop,美體小舖,茶樹保濕膠 Tea Tree Skin Clearing Lotion,5.2
KOSE,高絲-專櫃,雪肌精極淬乳液,5.2
LANCOME,蘭蔻,360°超瞬白精華活化乳 BLANC EXPERT Ultimate Whitening Hydrating Emulsion (Moist/Very Moist),5.2
Whoo,后,雪白乳液 Whoo Seol Whitening Lotion,5.2
SKINFOOD,,芹菜柳橙舒緩乳液,5.2
FOR BELOVED ONE,寵愛之名,清爽快樂控油水凝乳 Delight Fresh Oil Balance Lotion,5.2
WHITIA,白媞雅,美白海洋乳液,5.2
SHISEIDO,資生堂-國際櫃,"優白活膚乳 UV White Whitening Moisturizer(I, II)",5.2
SK-II品牌活動中,,晶緻活膚乳液 Facial Lift Emulsion,5.2
shu uemura,植村秀,海洋深層保濕乳液,5.2
KOSE,高絲-專櫃,雪肌精乳液,5.2
WHITE FORMULA,自白肌,極潤玻尿酸精華乳 Super Moist Lotion With Hyaluronic Acid,5.1
AQUA LABEL,水之印,晶透白柔膚乳液(清爽型),5.1
SHISEIDO,資生堂-東京櫃,怡麗絲爾淨白多效日間美肌乳C+ SPF50+/PA++++,5.1
UNT,,頂級棉花凝粹柔膚精華乳,5.1
SHISEIDO,資生堂-國際櫃,美透白雙核晶白乳,5.1
ALBION,,活潤水彈力滲透乳III EXAGE ACTIVATION MOISTURE MILK III,5.1
FOR BELOVED ONE,寵愛之名,三分子玻尿酸藍銅保濕乳液 Hyaluronic Acid Tri-Molecules GHK-Cu Moisturizing Lotion,5.1
L`MASQUEEN,,晶透肌活乳 HYDRATING MILKY LOTION,5.1
Simplism,簡單保養,膠原蛋白好朋友乳液 Collagen Activation Lotion,5.1
Neogence,霓淨思,皮脂平衡控油乳,5.1
MICAYA,米該亞植研,極淨白水凝乳 Awakening Facial Lotion,5.1
SHISEIDO,資生堂-國際櫃,全效抗痕亮采賦活乳,5.1
Curel,珂潤,潤浸美白保濕乳液,5.1
FANCL,,水潤光澤乳液(清爽型) MOISTURIZING EMULSION,5.1
kuanyuanlian,廣源良,絲瓜水嫩乳液,5.1
SOFINA,蘇菲娜,芯美顏保濕精華滲透乳,5.1
A-DERMA,艾芙美,燕麥新葉異膚佳乳液 (清爽型) Milk With Omega 6 and Vitamine B3,5.1
KOSE,高絲-專櫃,無限肌緻精潤乳液（Ⅰ滋潤）,5.1
LA ROCHE-POSAY,理膚寶水,全日長效玻尿酸修護保濕乳（潤澤型） Hydraphase Intense (Light),5.1
BOBBI BROWN,芭比波朗,高保溼凝霜 Hydrating Gel Cream,5.1
Kanebo,佳麗寶-專櫃,保濕活膚乳,5.1
Vanicream,薇霓肌本,薇霓肌本保濕乳液 Vanicream&#8482 Skin Cream,5.1
SHISEIDO,資生堂-東京櫃,敏感話題滋潤乳液 d'program moist care emulsion,5.1
Avene,雅漾,舒護活泉保濕乳 Rebalancing Smoothing Emulsion,5.1
Cosme Decorte,黛珂,彈力活顏 柔膚乳,5.1
Dr Sebagh,賽貝格,微整形類賀爾蒙乳液 Natural Replenishing Cream,5.1
KIEHL`S,契爾氏,極限男性活膚乳液 FACIAL FUEL ENERGIZING MOISTURE TREATMENT FOR MEN,5.1
Elizabeth Arden,伊麗莎白雅頓,水感24保濕乳 Perpetual Moisture 24,5.1
SHISEIDO,資生堂-東京櫃,碧麗妃青春草本乳液 Benefique Nutrient Emulsion,5.1
SHISEIDO,資生堂-國際櫃,活顏悅色夜間修護精華乳 The Skincare Night Essential Moisturizer,5.1
Creators of Beauty,新萃妍,毛孔緊緻乳液 Soin Re-Fine Pore,5.1
Dr. Hsieh,達特醫,杏仁酸煥膚調理乳液,5.0
DeRigin,,潤・植萃角鯊乳液,5.0
THE FACE SHOP,菲詩小舖,蘂花譚雪丹純白乳液,5.0
CLINIQUE,倩碧,鮮萃瞬效安瓶高純度維他命C 10%,5.0
CHANEL,香奈兒,10效活力防護乳液,5.0
SHISEIDO,資生堂-東京櫃,彈潤肌密膠原保濕乳II(滋潤型),5.0
Junkisei Prime,潤肌精,玻尿酸即潤乳液,5.0
DHC,,男性全效保濕露(臉部身體用),5.0
Paula`s Choice,寶拉珍選,1%A醇逆齡精華乳,5.0
Kiss Me,奇士美-專櫃,innocence純肌本柔潤水凝乳 innocence Deep Moisture Silky Creme,5.0
GARNIeR,卡尼爾,櫻花透白精華乳,5.0
Whoo,后,拱辰享活膚清潤乳 Gonginyang In-Yang Lotion,5.0
Whoo,后,拱辰享超效保濕水凝乳 Soo Yeon Lotion,5.0
MEISHOKU,明色,Organic Rose 彈力潤澤乳液,5.0
Sulwhasoo,雪花秀,滋晶瑩白柔膚乳,5.0
vinvin,魔法美肌學苑,玫瑰電氣石粉嫩保濕露,5.0
ORIGINS,品木宣言,亮白無敵凝乳 Mega-Bright Moisturizer,5.0
Ann Christie,瑞士安蒂,極緻亮白水凝乳液,5.0
divinia,蒂芬妮亞,米肌精白皙精華乳,5.0
KOZI,,深海逆時保濕修護精華乳 HYDRATING & REPARING SQUALANE MILKY ESSENCE,5.0
Avene,雅漾,密集美白乳液–清爽型 Avene Whitening Fluid,5.0
Avene,雅漾,深層滲透保濕乳(清爽型) AVENE HYDRANCE OPTIMALE LIGHT HYDRATING CREAM,5.0
shu uemura,植村秀,紅の活妍肌精乳液 red:juvenus vitalizing retexturizing emulsion,5.0
DUCRAY,護蕾,極護清爽保濕乳液 ICTYANE LIGHT EMULSION,5.0
MAJIAMI,瑪奇亞米,黑絕肌美白乳液,5.0
Junkisei Prime,潤肌精,高保濕乳液 milky lotion,5.0
KOSE,高絲-專櫃,純肌粹 乳液,5.0
MISSHA,,DSW 戀水肌 沁新爽膚乳液 DEEP SEA WATER FRESH AQUA EMULSION,5.0
CHIC CHOC,奇可俏可,亮白C菁華乳-清爽型,5.0
Kanebo,佳麗寶-專櫃,舒顏乳,5.0
SHISEIDO,資生堂-東京櫃,敏感話題乳液 I、II、III d'program emulsion I、II、III,5.0
Nu Skin,如新,水潤平衡防護乳(保濕型) Moisture Restore Day Protective Lotion SPF15 (Normal to Dry Skin),5.0
FANCL,,修護乳液(滋潤),4.9
,自然之名,雪玫瑰植粹保濕乳液 SNOW ROSE HYDRATING LOTION,4.9
DR.WU,達爾膚醫美保養系列,VC微導美白精華乳,4.9
Sulwhasoo,雪花秀,潤采光瑩美顏凝乳,4.9
innisfree,,綠茶水平衡乳液,4.9
Junkisei Prime,潤肌精,植淬白潤肌精乳液I(清爽型),4.9
SHISEIDO,資生堂-國際櫃,新漾美肌超涵水美肌乳 Refining Moisturizer,4.9
Avene,雅漾,抗老保濕乳 AV Anti-age Nutri-redensifying day cream,4.9
Sulwhasoo,雪花秀,臻雪丹御活膚乳 Time Treasure Perfecting Emulsion,4.9
,Za,肌Q水潤 保濕乳,4.9
Cosme Decorte,黛珂,全效修護乳 Repair Emulsion,4.9
Chantecaille,香緹卡,極緻純金精華乳 Nano Gold Firming Treatment,4.9
CHANEL,香奈兒,超淨顏毛孔緊緻乳液,4.9
MOMUS,,芯本澄澈保濕乳 Purifying milk,4.9
heme,,玫瑰超水感特效保濕凝乳 24hr Hydrating Face Moisturizer,4.9
LA ROCHE-POSAY,理膚寶水,抗紅舒敏修護乳液 ROSALIAC Moisturizer,4.9
KIEHL`S,契爾氏,馬黛茶多酚活采保濕乳,4.9
Creators of Beauty,新萃妍,光透淨白柔膚乳液,4.9
L`OREAL PARiS,巴黎萊雅,8效勁能保濕乳液 Hydra Energetic Powered Water,4.9
BOTANICUS,菠丹妮,玫瑰臉部活膚乳 Rose Body & Face Milk,4.9
KIEHL`S,契爾氏,藍色控油保濕乳 Blue Herbal Facial Moisturizer,4.9
Avon,雅芳,雅芳若儷詩乳液,4.9
Dr.Douxi,朵璽,賦活修護卵殼精華水乳,4.8
Dr.Satin,,魚子高水感保濕奇蹟乳,4.8
LANCOME,蘭蔻,激光煥白精華乳液,4.8
KOSE,高絲-專櫃,雪肌精乳液(極潤型),4.8
,女兒,女兒顏乳液,4.8
SHISEIDO,資生堂-國際櫃,美透白全日明肌乳SPF36/PA+++  WHITE LUCENT All Day Brightener,4.8
SoQ,,水極致持妝保濕乳 Water Max Holding Make Up Moisturizer,4.8
SoQ,,蘆薈四季亮白乳液 Aloe Brightening Emulsion,4.8
DR.WU,達爾膚醫美保養系列,新皮脂調理水凝乳 OIL CONTROL LOTION WITH BUTYL AVOCADATE,4.8
NARUKO,牛爾親研,茶樹抗痘粉刺調理乳 Tea Tree Shine Control & Blemish Clear Lotion,4.8
Hada-Labo,肌研,極潤保濕乳液(升級版),4.8
S'SIWISS,小瑞士花園,綿羊純淨乳液,4.8
Melaleuca,美樂家,舒緩滋養乳液 Renew Intensive Skin Therapy,4.8
DHC,,Q10晶妍緊緻精華乳 DHC Q Milk,4.8
St.Clare,聖克萊爾,玻尿酸活水保濕乳液,4.8
UNT,,抗痘凝乳,4.8
KIEHL`S,契爾氏,超級莓果活能乳液 Acai Damage-Correcting Moisturizer,4.8
MUJI,無印良品,敏感肌乳液(滋潤型) Moisturising Milk,4.8
miss SHARK,小白鯊,柔敏妍選乳液 Soothing Milk Lotion,4.8
Junkisei Prime,潤肌精,高保濕緊緻美膚乳(豐潤型),4.8
SHISEIDO,資生堂-國際櫃,美透白活膚乳(夜間用) White Lucent Brightening Moisturizing Emulsion,4.8
U CARE,,水滿分保濕乳,4.8
GUERLAIN,嬌蘭,超時空水合彈力保濕水凝乳,4.8
SHISEIDO,資生堂-東京櫃,莉薇特麗除皺精華乳AA Revital Wrinklelift AA,4.8
SHISEIDO,資生堂-國際櫃,愛玉膚滋潤乳液 Facial Moisturizing Lotion,4.8
SHISEIDO,資生堂-國際櫃,美.透.白清皙乳液(清爽型) Shiseido S White Lucent Emulsion (I),4.8
CHIC CHOC,奇可俏可,均衡菁華乳1,4.8
simple,,潤澤修護乳液,4.7
FOR BELOVED ONE,寵愛之名,全能抗皺神經醯胺角鯊乳液,4.7
KOSE,高絲-專櫃,3D微生肌活保濕凝乳,4.7
SPA++MADE,,玫瑰純露精華乳,4.7
Freshel,膚蕊,深層涵水保濕乳(美白)清爽型,4.7
SHISEIDO,資生堂-東京櫃,溫°C美肌乳Ⅱ(滋潤),4.7
KOSE,高絲-專櫃,無限肌緻 極效煥白乳液,4.7
DHC,,美肌再生精華乳 DHC Beauty Lift Milk,4.7
vinvin,魔法美肌學苑,深層驅黑閃亮美白滲透乳-升級版,4.7
CHIFURE,,[海外販售] ちふれ　乳液　しっとりタイプ　N Milky lotion,4.7
BeautyEasy,,薰衣草淨白雪顏晶凝乳EX(傳明酸3%) Lavender Detox-White Moisturizer EX,4.7
BIOCHEM,倍優,BC苦楝粉刺乳液 Skin Conditioner Milk,4.7
AQUA LABEL,水之印,緊緻活妍煥膚乳液(潤澤型/豐潤型),4.7
,23.5°N北緯研製,紅薏仁白潤修護乳 Red Job's Tear Whitening Lotion,4.7
L'OCCITANE,歐舒丹,媽媽寶寶潤膚乳(有機) MOM & BABY CREAM FACE & BODY,4.7
AQUA LABEL,水之印,潔荳亮白淨膚乳 White AC Emulsion,4.7
SHISEIDO,資生堂-東京櫃,莉薇特麗美白乳液(II) Whitening Moisturizer EX,4.7
PURTIVO,沛蒂芙,保濕精華乳,4.7
Nature&Co,,純淨美白乳液(清爽型/滋潤型) Milky Lotion,4.7
MUJI,無印良品,舒緩美肌乳液,4.7
SHISEIDO,資生堂-東京櫃,莉薇特麗全效乳液 (II),4.7
L`OREAL PARiS,巴黎萊雅,新肌源創 凝露 Derma Genesis Milky Lotion,4.7
SANA,莎娜,豆乳美肌嫩白乳液,4.7
CHANEL,香奈兒,活力抗氧化乳液 FLUID,4.7
SHISEIDO,資生堂-國際櫃,優白乳液,4.7
CLINIQUE,倩碧,特效潤膚露 Dramatically Different Moisturizing Lotion,4.7
Nu Skin,如新,活顏細緻柔膚露 Tru Face Revealing Gel,4.7
CLARINS,克蘭詩,漾采肌活美肌乳液,4.6
SK-II品牌活動中,,R.N.A.超肌能緊緻活膚霜,6.2
SHISEIDO,資生堂-國際櫃,百優精純乳霜 Bio-Performance Advanced Super Revitalizing Cream,6.2
,Zephyrine初時肌,玫瑰果油活顏晚安霜,6.1
Estee Lauder,雅詩蘭黛,年輕肌密無敵霜,6.1
LANCOME,蘭蔻,超緊顏5D太空抗皺日霜(太空霜)-經典型,6.1
Stiefel,史帝富,高效保濕修護精華霜,6.1
Cetaphil,舒特膚,長效潤膚霜 Moisturizing Cream,6.1
SK-II品牌活動中,,R.N.A.超肌能緊緻活膚霜輕盈版,6.0
Neogence,霓淨思,全能緊緻活膚霜 Perfect Firming Renew Cream,6.0
ERNO LASZLO,奧倫納素,永恆之泉 淨白煥膚霜,6.0
Stiefel,史帝富,潔美淨層脂質調理霜 PHYSIOGEL Cream,6.0
Curel,珂潤,潤浸保濕深層乳霜 Intensive Moisture Care,6.0
KIEHL`S,契爾氏,冰河醣蛋白保濕霜,6.0
GIORGIO ARMANI,亞曼尼,訂製光保濕亮顏霜 GLOW-ON MOISTURIZING BALM,5.9
WHITE FORMULA,自白肌,玻尿酸濃密保濕精華霜,5.9
KIEHL`S,契爾氏,冰河保濕玻尿酸水凝霜 Ultra Facial Cream Intense Hydration,5.9
belif,,紫芹潤澤炸彈霜 The true cream-moisturizing bomb,5.9
Cetaphil,舒特膚,ERC5強護保濕精華乳 Daily Advance Ultra Hydrating Lotion,5.9
AVIVA,,多元乳霜,5.9
ERH,英瑞其,深夜活膚乳霜,5.9
Skin Potion,魔力配方,深效護膚晚霜,5.9
SISLEY,希思黎,修護面霜 Restorative Facial Cream,5.9
Elizabeth Arden,伊麗莎白雅頓,8小時潤澤霜 Eight Hour Cream Skin Protectant,5.9
LA MER,海洋拉娜,經典乳霜,5.9
OLAY,歐蕾,活膚菁華霜 Daily Renewal Cream,5.9
OLAY,歐蕾,滋潤保濕霜(無色素 無香精),5.9
CLARINS,克蘭詩,漾采肌活熬夜霜,5.8
KIEHL`S,契爾氏,蜂蜜紅蔘亮采活膚霜,5.8
Biotherm,碧兒泉,輕油水感保濕霜,5.8
LANCOME,蘭蔻,絕對完美玫瑰修護霜 ABSOLUE REVITALIZING CARE SILKY CREAM,5.8
L`OREAL PARiS,巴黎萊雅,玻尿酸抗皺微導乳霜,5.8
philosophy,,一瓶希望保濕霜,5.8
Estee Lauder,雅詩蘭黛,Nrf2超智慧乳霜 Revitalizing Supreme,5.8
DR.WU,達爾膚醫美保養系列,超逆齡抗皺修復霜,5.8
innisfree,,濟州寒蘭複合滋養霜,5.8
AQUA LABEL,水之印,全效3D高保濕彈力霜,5.8
It`s Skin,伊思,晶鑽蝸牛霜 PRESTIGE cream d'escargot,5.8
Prof. TK,,VEP緊緻抗皺精華霜,5.8
Sulwhasoo,雪花秀,滋陰生人蔘修護霜 Concentrated Ginseng Renewing Cream,5.8
Whoo,后,天氣丹津率享滋養膏 Jinyul Go,5.8
Whoo,后,雪白膏 WHOO Seol Whitening Intensive,5.8
DHC,,白金N次方恆采精華霜,5.8
Kesalan Patharan,碧雅詩,日用美妍精華霜,5.8
Elizabeth Arden,伊麗莎白雅頓,21天霜 Visible Difference Refining Moisture Cream Complex,5.8
LANCOME,蘭蔻,絕對完美玫瑰修護霜(水潤版),5.7
SHISEIDO,資生堂-國際櫃,激能量水乳霜,5.7
LANCOME,蘭蔻,超緊顏白金淡斑霜,5.7
QV,,QV FACE舒敏紅花籽油修復滋養奇效霜 QV Face Night Cream,5.7
THE FACE SHOP,菲詩小舖,蘂花譚雪丹純白乳霜,5.7
THE FACE SHOP,菲詩小舖,肌本博士舒敏修護鹽霜,5.7
su:m37,甦秘,青春活酵亮采彈力修護霜,5.7
THE FACE SHOP,菲詩小舖,蘂花譚韓本亮采乳霜,5.7
su:m37,甦秘,活水潤澤酵能水凝霜,5.7
Dr. Jart+,,分子釘全效精油膏,5.7
Avene,雅漾,全效活泉保濕水凝霜,5.7
Estee Lauder,雅詩蘭黛,鑽石立體超緊緻精華乳霜,5.7
Paula`s Choice,寶拉珍選,抗老化極緻修護霜,5.7
DR.WU,達爾膚醫美保養系列,玻尿酸保濕精華霜  EXTREME HYDRATING CREAM WITH HYALURONIC ACID,5.7
LA MELIVEYA,蜜莉微雅,激光晶透亮膚霜,5.7
Dr. Jart+,,分子釘滋養霜,5.7
CREMORLAB,,72小時保濕絲絨雪花霜,5.7
LA MER,海洋拉娜,舒芙乳霜 The Moisturizing Soft Creme,5.7
belif,,斗篷草高效水分炸彈霜 The true cream-aqua bomb,5.7
ROSKEN,露絲恩,即效保濕潤膚乳霜 Dry Skin Cream,5.7
miss SHARK,小白鯊,柔敏妍選修護霜 Soothing Milk Lotion,5.7
Whoo,后,還幼膏 Hwanyugo,5.7
FOR BELOVED ONE,寵愛之名,極致保濕微元素水凝霜 Extreme Hydration Moisture Surge Cream,5.7
SHISEIDO,資生堂-國際櫃,新肌密淨白活凝霜 ELIXIR SUPERIEUR RESET WHITENING CREAM,5.7
SHISEIDO,資生堂-東京櫃,莉薇特麗醒膚按摩霜 Revital Vitalactive Massage,5.7
SHISEIDO,資生堂-國際櫃,百優捷皙乳霜 Bio-Performance Advanced Super Revitalizer (Cream) Whitening Formula,5.7
GUERLAIN,嬌蘭,深夜活膚乳霜(熬夜霜) Midnight Secret Late Night Recovery Treatment,5.7
LA MELIVEYA,蜜莉微雅,激光晶透亮膚霜(升級版),5.6
CLARINS,克蘭詩,智慧美白晚安水凝霜  WHITE PLUS Brightening Revive Gel,5.6
,專科,完美多效晚安水凝霜,5.6
Hada-Labo,肌研,極潤完美多效高保濕凝霜UVSPF50+/PA++++,5.6
L`OREAL PARiS,巴黎萊雅,活力緊緻抗皺緊緻修護日霜SPF 23/PA++,5.6
UNT,,超能緊俏撫紋奇肌霜,5.6
THE FACE SHOP,菲詩小舖,集水透白雲朵霜,5.6
Biotherm,碧兒泉,5000L活泉超清爽水乳霜,5.6
BEVY C.,妝前保養,水潤肌保濕霜 SUPER HYDRO CREAM,5.6
,Za,美麗關鍵 高機能膠原乳霜,5.6
STEAMCREAM,,蒸氣乳霜 STEAMCREAM,5.6
Elizabeth Arden,伊麗莎白雅頓,8小時潤澤霜(無香配方),5.6
SHISEIDO,資生堂-國際櫃,百優3次元回溯激活霜 BIO-PERFORMANCE Advanced Super Restoring Cream,5.6
cle de peau Beaute,肌膚之鑰,精質乳霜l la creme,5.6
OGUMA,水美媒,KAWA白金極緻全效乳霜 KAWA KAWA PERFECT CREAM,5.6
DHC,,極效水潤保濕精華霜 DHC Double Moisture Cream,5.6
SOFINA,蘇菲娜,芯美顏 水循環賦活霜,5.6
Faye,幸福菲雅,琉璃透白嫩膚霜 Faye “ borage oil” Facial Hydrating Cream,5.6
BioBeauty,,HA玻尿酸全效循環保濕水凝霜EX Advanced Hydrating Cr&egrave;me EX,5.6
NEO-TEC,妮傲絲翠,甘草酸舒緩活膚乳霜 NEO-TEC Soothing Cream-Gel,5.6
SK-II品牌活動中,,晶緻煥白亮顏凝霜 SK-II WS Derm-Renewal Essence,5.6
herbacin,德國小甘菊,小甘菊臉部肌膚保濕霜 Moisturizing Cream,5.6
LA ROCHE-POSAY,理膚寶水,多容安濕潤面霜 TOLERIANE CREAM,5.6
KIEHL`S,契爾氏,老虎草修護霜,5.6
BOBBI BROWN,芭比波朗,維他命完美乳霜 Vitamin Enriched Face Base,5.6
Nu Skin,如新,NaPCA滋潤面霜 NaPCA Moisturizer,5.6
Cosme Decorte,黛珂,保濕賦活精華霜 Moisture Liposome Cream,5.6
Chic and Chick,,奶油乳霜 Body Butter,5.5
Sulwhasoo,雪花秀,滋陰生人蔘修護霜EX(滋潤型),5.5
OLAY,歐蕾,多元修護日霜,5.5
Whoo,后,重生秘帖光澤霜,5.5
Whoo,后,拱辰享淨白活妍氧氣霜,5.5
Estee Lauder,雅詩蘭黛,極淨光透白修護雪紡霜,5.5
L`OREAL PARiS,巴黎萊雅,活力緊緻瞬效柔膚霜,5.5
FOR BELOVED ONE,寵愛之名,三分子玻尿酸保濕水凝霜,5.5
